team_name,firm_name,lead_name,email,members,address
Torres Asset Mgmt Grp,LPL Financial,George Campbell,campbellg@lpl.com,George Campbell|Emily Anderson|Helen Jackson|Emily Edwards,"2635 Washington St, Minneapolis, MN 55401"
Thomas Fin Grp,Morgan Stanley Wealth Management,Mike Moore,,Mike Moore|Jeff Johnson|George Nelson|Dan Smith|George Chen|Tony Moore|Jason Thompson|Margaret Morris,
Thomas Retirement Solutions Grp,Cambridge Investment Research,"Jackson, Patricia",,,"2406 Jefferson Way, San Antonio, TX 78201"
King & Associates,Meridian Private Wealth,,jking@meridianpw.com,Jessica King|Margaret Diaz|Helen Phillips,
Reyes Wlth Mgmt Grp,Cambridge Investment Research,Helen Reyes,reyesh@cambridgeinv.com,,
Carter Private Wlth,Crestwood Family Office,,,Jessica Young|Rachel Anderson|Ashley Roberts|Don Martin|Ed Wilson|Barbara Carter,"6563 River Pl, Miami, FL 33101"
Evans & Associates,Meridian Private Wealth,Brian Evans,,Brian Evans|George Campbell,
Miller Private Wlth Grp,Edward Jones,Bob Green,rgreen@edwardjones.com,,
Hall Fin Grp,Commonwealth Financial Network,Betty Harris,,Betty Harris|Jason Jones|Bill Campbell|Jessica Adams|Jacob Lee|Ken Khan|Andy Hill,
Flores Wlth Mgmt Grp,Commonwealth Financial Network,,,Dan Miller|George Collins|Andy Reyes|Jennifer Cruz|Ron Johnson|Mark Chen,
Baker Asset Mgmt,Ridgeway Wealth Management,Andy Hall,ahall@ridgewaywm.com,Andy Hall|Tony Martin|Jacob Flores|Jennifer Garcia|Rick Johnson|Joe Allen,"4950 Washington Blvd, Charlotte, NC 28201"
Morgan Private Wlth Grp,DA Davidson & Co.,,,Ken Turner|Ed Zhang,"5771 Maple Blvd, San Antonio, TX 78201"
Campbell Inv Grp,Stifel Nicolaus & Company,Mark Baker,,Mark Baker|Jason Green|George Rivera|Sandra King|Kev Martin|Sandra Chen,"8321 Commerce Pkwy, Memphis, TN 38101"
Patel Private Client Grp,Cetera Financial Group,Bob Young,,Bob Young|Margaret Nelson|Bob Miller|Ron Wright|Karen Edwards|Chris Anderson,"1779 Main Pl, Seattle, WA 98101"
& Parker Ptnrs,DA Davidson & Co.,Ken Jones,,Ken Jones|George Kim|Jeff Phillips|Karen Collins|Linda Carter|Ashley Patel|Matt Wang,
Nguyen Wlth Adv,Oppenheimer & Co.,Charles Anderson,andersonc@opco.com,Charles Anderson|Tim Davis|Brian Garcia|Barbara Brown,"4007 Main Blvd, Houston, TX 77001"
Family Wlth Grp,UBS Financial Services,"Nguyen, Dorothy",nguyend@ubs.com,Dorothy Nguyen|Steve Adams|Ed King|Jennifer Torres|Ashley Cruz|Linda Harris|Barbara Johnson|Bob Wilson,
Diaz & Associates,Janney Montgomery Scott,,,,
Jones & Lee Grp,Ridgeway Wealth Management,,jonest@ridgewaywm.com,,"4049 Lincoln Pkwy, Indianapolis, IN 46201"
Campbell Inv Ptnrs,Kingsbridge Capital Advisors,Linda Roberts,lroberts@kingsbridgecap.com,Linda Roberts|Dorothy Yang|Sarah Rivera|Paul Morris|Jennifer Green|Paul Nelson|Ashley Chen,
Thomas Fin Grp,Wells Fargo Advisors,"Gomez, Sandra",,,
Brown & King Ptnrs,Morgan Stanley Wealth Management,"Brown, Megan",megan.brown@morganstanley.com,Megan Brown|Matt Brown|Margaret Moore|Sandra Young|Betty Reyes|Jennifer Rivera,"6641 Main Pkwy, St. Louis, MO 63101"
Kim Fin Ptnrs,Highfield Asset Management,"Kim, Jessica",,Jessica Kim|Ryan Allen|Nancy Wang|Don Garcia,
Campbell & Miller Grp,Raymond James Financial Services,Jason Campbell,jcampbell@raymondjames.com,,
Lee Ptnrs,Ridgeway Wealth Management,Patricia Martin,,Patricia Martin|Ken Flores,
Diaz Private Wlth Grp,Merrill Lynch Pierce Fenner & Smith,"Evans, Rachel",revans@ml.com,,"2368 Market Pl, Memphis, TN 38101"
& Smith Ptnrs,DA Davidson & Co.,George Wright,,George Wright|Linda Baker|Karen Jones|Amanda Brown|Ryan Williams,
Taylor Family Wlth Grp,Edward Jones,,,Dorothy Liu|Barbara Stewart|Andy Harris|Chris Green|Dorothy Martin|Jim Yang|Rachel Thomas,"7160 Commerce Dr, New York, NY 10001"
Allen Family Office,Highfield Asset Management,,,,"4559 Lake Ave, Memphis, TN 38101"
Khan Private Wlth,Parkside Wealth Strategies,,,Karen Cruz|Don Brown|Jeff Scott|Helen Wright|Jessica Anderson|Andy Wright|Emily Reyes,"4319 Jefferson Ln, San Antonio, TX 78201"
Tax & Wlth Grp,Merrill Lynch Pierce Fenner & Smith,"Parker, Bob",,,
Moore Private Wlth,Ridgeway Wealth Management,,,Susan Wang|Amanda Taylor|John Baker|Paul Davis|Tom Kim|John Patel|Emily Torres,"6091 Market Pkwy, Denver, CO 80201"
Wright Cap Ptnrs,Northgate Investment Partners,Ken Allen,,,"439 Madison Way, Baltimore, MD 21201"
Anderson Inv Ptnrs,Clearwater Capital Group,Jason Smith,,Jason Smith|Sarah Diaz|Megan Adams|Bill Miller,"4255 Spring Rd, Portland, OR 97201"
Khan Private Client Grp,Wells Fargo Advisors,Patricia Rivera,,Patricia Rivera|Megan Reyes|Ron Khan,"6902 Market Way, Minneapolis, MN 55401"
Thompson Asset Mgmt Grp,Stifel Nicolaus & Company,"Cruz, Kev",cruzk@stifel.com,,
Thomas & Associates,National Planning Holdings,Jim Thomas,thomasj@nph.com,Jim Thomas|Nancy Thomas|Ed Anderson,"5772 Willow Court, Nashville, TN 37201"
Scott Adv,Harborview Private Wealth,,,Patricia Scott|Dan Davis|Jeff Smith|Dan Harris,
Adams Retirement Solutions Grp,Securities America,,,Mark Gomez|Sandra Flores|Jeff Yang|Paul Parker|Brian Yang,
Turner Wlth Mgmt,Northgate Investment Partners,Tim Turner,,,
Davis Wlth Mgmt,Ridgeway Wealth Management,George Wang,,George Wang|Don Scott|Margaret Moore|Matt Gomez|Jennifer Patel|John Anderson|Bill Liu|Nancy Moore,"6730 Hill Dr, Baltimore, MD 21201"
Liu & Associates,Merrill Lynch Pierce Fenner & Smith,Joe Liu,,Joe Liu|Jessica Huang,"8435 Main St, Seattle, WA 98101"
Wlth Mgmt Grp,Raymond James Financial Services,,tevans@raymondjames.com,Tom Evans|Don Roberts|Nancy Morgan|Mike Campbell|Emily Campbell,
Green Asset Mgmt Grp,Morgan Stanley Wealth Management,,,Rachel Kim|David Young|Jennifer Taylor|Don Morgan,"1261 Jefferson Ave, Boston, MA 02101"
Anderson Wlth Ptnrs,Commonwealth Financial Network,Jessica Anderson,,Jessica Anderson|Jacob Davis,"7731 Willow Pkwy, Miami, FL 33101"
Thomas Wlth Mgmt,Highfield Asset Management,,,Bill Flores|Betty Rivera|Susan Turner|Jason Rivera|Karen Nelson|Tim Green,"820 Lincoln Ln, Minneapolis, MN 55401"
Wang Adv Grp,LPL Financial,Andy Lee,,Andy Lee,"2084 Main Dr, Indianapolis, IN 46201"
Wilson Family Wlth Grp,DA Davidson & Co.,Matt Wilson,,Matt Wilson|David Parker,"7686 Oak Pl, Minneapolis, MN 55401"
Stewart Private Wlth,Northgate Investment Partners,"Stewart, Kev",,Kev Stewart|Dorothy Hill,
Zhang & Brown Ptnrs,Cetera Financial Group,,amanda.zhang@cetera.com,Amanda Zhang|Jim Chen,"4655 Market Rd, Phoenix, AZ 85001"
Jackson Fin Ptnrs,Harborview Private Wealth,,andy.turner@harborviewpw.com,,"7367 Park Way, San Diego, CA 92101"
Anderson Inv Grp,LPL Financial,,,Sarah Chen|Chris Diaz|Jason Moore,"5426 Highland Dr, Boston, MA 02101"
Wright Wlth Mgmt Grp,Stifel Nicolaus & Company,Paul Wright,pwright@stifel.com,Paul Wright|Karen Nelson,"1994 Hill Ave, San Jose, CA 95101"
Williams Ptnrs,Kingsbridge Capital Advisors,,,,"5858 Maple Ave, Las Vegas, NV 89101"
Turner Adv Grp,Woodbury Financial Services,"Turner, David",,David Turner|Rachel Diaz|Ed Nguyen|Mark Garcia|Sarah Edwards|Ed Diaz,
Scott & Associates,Hilliard Lyons,Kev Scott,kscott@hl.com,Kev Scott|Jacob Wright|Dorothy Wright|Rick Edwards|Tony Davis,"8713 Main Court, New York, NY 10022"
White Family Wlth Grp,Cambridge Investment Research,"Smith, Lisa",,,"9136 Park Way, Houston, TX 77001"
Garcia Adv,Kingsbridge Capital Advisors,,bakerj@kingsbridgecap.com,,"8399 River Ave, Austin, TX 78701"
Nelson Wlth Mgmt Grp,Robert W. Baird & Co.,Jacob Thomas,,Jacob Thomas|Bill Brown|Sandra Torres|Matt Hill|Ed Campbell,"1176 Jefferson Dr, Seattle, WA 98101"
Young Private Client Grp,UBS Financial Services,,,Brian Kim|David Turner|Bob Mitchell,"9356 Maple Blvd, Seattle, WA 98101"
Taylor Institutional Grp,Raymond James Financial Services,Patricia Brown,,,"7972 Spring Ln, San Francisco, CA 94101"
Lee Asset Mgmt Grp,Cetera Financial Group,"Davis, Susan",,,"275 Willow Ln, Las Vegas, NV 89101"
& Carter Ptnrs,Crestwood Family Office,,andersonh@crestwoodfo.com,Helen Anderson|Barbara Green|Ken White|Karen Carter,"9556 Maple St, Houston, TX 77001"
Johnson Wlth Mgmt,Summit Peak Advisors,,,,"8178 Lake Dr, San Jose, CA 95101"
Turner Portfolio Grp,Raymond James Financial Services,Joe Torres,,Joe Torres|Rick Jackson|Tom Taylor,"6785 Cedar Court, Washington, DC 20001"
Hill Wlth Adv,Oppenheimer & Co.,,,,
Roberts Fin Ptnrs,Clearwater Capital Group,Helen Rivera,,,
Carter & Associates,Harborview Private Wealth,Tim Carter,,,"7636 Lincoln Dr, Austin, TX 78701"
Chen Adv Grp,Cambridge Investment Research,Dorothy Carter,,Dorothy Carter|Ryan Yang|Dan Adams|Jason Taylor|Ashley Zhang|Dan Torres,"4855 Highland Dr, Nashville, TN 37201"
Young Ptnrs,Summit Peak Advisors,"Stewart, Patricia",patricia.stewart@summitpeakadv.com,,"8237 Park Blvd, Washington, DC 20001"
Davis Ptnrs,Ridgeway Wealth Management,,,,
Baker Institutional Grp,Robert W. Baird & Co.,Jim Huang,,Jim Huang|John Morris,"1187 Hill Court, Denver, CO 80201"
White Tax & Wlth Grp,Morgan Stanley Wealth Management,David White,,David White|Rachel Johnson|Steve Wang|Jim Garcia|David Reyes|Don Chen,"1066 Washington Ave, Miami, FL 33101"
Diaz Wlth Mgmt,Summit Peak Advisors,Kev Yang,kev.yang@summitpeakadv.com,,
Green Asset Mgmt,Crestwood Family Office,,ahill@crestwoodfo.com,Ashley Hill|Jessica Stewart|Betty Wright|Ashley Allen|Linda Liu|Lisa Brown|Ryan Khan,"9494 Cedar Pl, Portland, OR 97201"
Gomez Private Wlth Grp,UBS Financial Services,Steve King,,Steve King|Barbara Patel|Mark White|Susan Liu|Tom Chen|George Morgan,"4875 Jefferson Ave, Denver, CO 80201"
Scott Family Office,Crestwood Family Office,Nancy Scott,nscott@crestwoodfo.com,Nancy Scott|Nancy Mitchell|Bill Wilson|Nancy Hill|Margaret Cruz|Patricia Morris|Ron Green|Ron Roberts|Don Zhang|Jessica Edwards,
Kim Asset Mgmt,Highfield Asset Management,David Rivera,,David Rivera|Dorothy Hall|Sandra Baker|Amanda Gomez,"7050 Jefferson Way, Austin, TX 78701"
Parker & Associates,Edward Jones,,ron.parker@edwardjones.com,Ron Parker|Margaret Campbell|Tom Thomas|Brian Reyes|Don Morgan|Patricia Harris|Mark Roberts,
Private Client Grp,Stifel Nicolaus & Company,,,Rachel Johnson|Mike Adams|Don Diaz,"4728 Maple Blvd, Atlanta, GA 30301"
Asset Mgmt Grp,Hilliard Lyons,"Miller, Megan",millerm@hl.com,,"149 Willow Blvd, Kansas City, MO 64101"
Cruz & Davis Grp,Cambridge Investment Research,,,Ashley Cruz|Tim Morgan|Ed Taylor,"9664 Market Court, Phoenix, AZ 85001"
Lee Fin Grp,National Planning Holdings,"Lee, George",,George Lee|Mike Rivera|Susan Mitchell,"5566 Commerce Ln, Raleigh, NC 27601"
Lee Institutional Grp,Edward Jones,Sandra Davis,sandra.davis@edwardjones.com,Sandra Davis|Jessica Hall,"622 Maple Pkwy, San Francisco, CA 94101"
Parker & Brown Ptnrs,Edward Jones,Ed Parker,parkere@edwardjones.com,Ed Parker|Amanda Garcia|Emily Lee|Linda Allen,
Smith & Associates,Highfield Asset Management,"Khan, Brian",,,"9044 River Court, Portland, OR 97201"
Turner Cap Grp,Woodbury Financial Services,David Parker,,David Parker|Jason Zhang|Dorothy Chen,"9696 Lake Rd, Charlotte, NC 28201"
Turner Family Wlth Grp,Cetera Financial Group,Susan White,,Susan White|Helen Parker|Linda Brown|Tim Harris|Patricia Brown|Bill Martin,"6519 Washington Rd, San Francisco, CA 94101"
Torres Retirement Solutions Grp,Raymond James Financial Services,Ashley Chen,achen@raymondjames.com,Ashley Chen|Bill Rivera|Dorothy Davis|Jim Thompson|Jennifer Collins|Amanda Roberts|David Khan,
Taylor Grp,Summit Peak Advisors,Karen Rivera,riverak@summitpeakadv.com,,
King Wlth Mgmt Grp,DA Davidson & Co.,,,Ron Wright|David Baker|Don Young|Tim Martin|Margaret Chen|Lisa Torres,"3226 River Ln, St. Louis, MO 63101"
Private Client Grp,Janney Montgomery Scott,,susan.thompson@janney.com,,
Stewart Wlth Mgmt,Northgate Investment Partners,Ken Stewart,,,"1527 Madison Ln, Austin, TX 78701"
Kim Wlth Ptnrs,UBS Financial Services,,wrightr@ubs.com,,"4391 Spring Blvd, Philadelphia, PA 19101"
Hill Adv Grp,Hilliard Lyons,,,Mark Hill|Jacob Cruz|Patricia Hall|Barbara Turner|Rick Lee|Tony Martin|Bill Allen,"7653 Lincoln Ln, New York, NY 10001"
Moore Inv Ptnrs,Summit Peak Advisors,Chris Cruz,chris.cruz@summitpeakadv.com,Chris Cruz|Ed Lee,"4613 Madison Rd, Nashville, TN 37201"
Scott Tax & Wlth Grp,Oppenheimer & Co.,,,George Jackson|Jeff Morris|Bill Chen|Susan Thompson,
Jackson Retirement Solutions Grp,UBS Financial Services,Nancy Jackson,njackson@ubs.com,,
Allen Portfolio Grp,UBS Financial Services,,greenm@ubs.com,Mike Green|Ryan Harris|Susan Martin|Ryan Baker|Bob Wang,"9649 Washington Ln, Chicago, IL 60601"
Reyes Wlth Mgmt,Harborview Private Wealth,,jreyes@harborviewpw.com,,"9290 Washington St, Chicago, IL 60601"
Wilson Private Wlth,Clearwater Capital Group,,,Linda Nelson|Joe Davis|Ron Huang|Megan Taylor|Karen Williams,"9644 Elm Court, San Antonio, TX 78201"
Roberts Grp,Harborview Private Wealth,Tony Zhang,tony.zhang@harborviewpw.com,Tony Zhang|Sandra Anderson,"1871 Market Dr, Houston, TX 77001"
Morris Asset Mgmt,Meridian Private Wealth,Joe Chen,chenj@meridianpw.com,Joe Chen|Joe Flores|Linda Roberts|David Hall|Bob Patel,
Davis Institutional Grp,Ameriprise Financial Services,,amanda.nguyen@ampf.com,Amanda Nguyen|Rick Baker|Margaret Carter|Jason Allen,
Wang Retirement Solutions Grp,Raymond James Financial Services,"Johnson, Charles",,,"2546 Lake Pl, San Antonio, TX 78201"
Harris Cap Grp,Merrill Lynch Pierce Fenner & Smith,Helen Liu,,Helen Liu|Ken Scott|Kev Johnson|Jacob Thompson|Tim Kim,"7174 Highland Way, Phoenix, AZ 85001"
Miller Wlth Ptnrs,National Planning Holdings,"King, Andy",aking@nph.com,,"7412 Commerce Ave, Baltimore, MD 21201"
Wilson Wlth Ptnrs,Securities America,Rick Smith,,Rick Smith|Betty Thomas|Linda Gomez,"4776 Highland Blvd, Charlotte, NC 28201"
Phillips Fin Grp,DA Davidson & Co.,,,,"164 Market Ln, Philadelphia, PA 19101"
Reyes Adv Grp,Ameriprise Financial Services,Sarah Roberts,,,"6534 Maple Blvd, Denver, CO 80201"
Morgan Fin Grp,Raymond James Financial Services,George Jones,,,"8971 Commerce Pl, San Diego, CA 92101"
Jackson Wlth Ptnrs,Cetera Financial Group,"Jackson, Ken",,,
Scott Adv Grp,LPL Financial,Helen Huang,,Helen Huang|Ryan White|Brian Chen|Amanda Hall,
Roberts Portfolio Grp,Hilliard Lyons,,,,
Private Client Grp,Wells Fargo Advisors,,,,"7480 Madison Ln, New York, NY 10001"
Evans Inv Grp,Wells Fargo Advisors,Steve Evans,,,"4773 Commerce Blvd, Nashville, TN 37201"
Huang Fin Ptnrs,Parkside Wealth Strategies,,shuang@parksidewealth.com,,"3994 Spring Ln, New York, NY 10001"
Phillips Asset Mgmt,Meridian Private Wealth,,,,
Thomas & Associates,Northgate Investment Partners,Ed Adams,,,
Gomez Cap,Meridian Private Wealth,Matt Young,,Matt Young|Jim Patel|Betty Adams|Matt Yang,
& Jackson Adv,Ridgeway Wealth Management,"Taylor, Chris",,Chris Taylor|Emily Chen|Barbara Yang|Susan Harris|Jennifer Patel|Amanda Edwards,
Parker Inv Ptnrs,Summit Peak Advisors,Karen Moore,karen.moore@summitpeakadv.com,Karen Moore|Ken Brown|Helen Smith|Sandra Brown|Steve Morris,
Brown Family Office,Summit Peak Advisors,Andy Adams,aadams@summitpeakadv.com,Andy Adams|Barbara Yang|Rachel Torres|Emily Taylor|Ed Brown|Dan Williams,"8981 Elm Rd, San Jose, CA 95101"
Davis Cap Grp,Securities America,,,,"1480 Washington Blvd, Raleigh, NC 27601"
Roberts Inv Ptnrs,Harborview Private Wealth,,,Charles Khan|Mike Harris|Betty Young|Barbara Reyes|Linda Harris,"1895 Jefferson Ave, Chicago, IL 60601"
Evans & Associates,Harborview Private Wealth,Lisa Evans,,,"450 Cedar Blvd, Raleigh, NC 27601"
Kim Institutional Grp,Raymond James Financial Services,,,Tom Thomas|George Huang|Dan Khan|Jason Lee,"7334 Madison Way, Nashville, TN 37201"
Morris Tax & Wlth Grp,National Planning Holdings,,,Amanda Chen|Ken Adams|George Huang|Brian Hall|Mike Williams|Patricia Wright,"5666 Spring Way, Baltimore, MD 21201"
Stewart Institutional Grp,Woodbury Financial Services,,,Lisa Martin|Charles Davis|Linda Gomez|Helen Johnson,"871 Willow Dr, San Antonio, TX 78201"
Anderson Adv,Kingsbridge Capital Advisors,,jevans@kingsbridgecap.com,Jim Evans|Jason Kim,"4453 Spring Ave, New York, NY 10001"
Evans & Associates,Northgate Investment Partners,,,Barbara Evans|Amanda Moore,"5637 Hill Pkwy, Las Vegas, NV 89101"
Nguyen Adv,Crestwood Family Office,Tim Nguyen,,,"9613 Cedar Way, San Jose, CA 95101"
Patel Fin Grp,Merrill Lynch Pierce Fenner & Smith,"Carter, Rachel",rcarter@ml.com,Rachel Carter|Joe Lee|Ron Diaz,
Asset Mgmt Grp,Wells Fargo Advisors,,jonesr@wellsfargoadv.com,Rachel Jones|Don Taylor|Nancy Scott|Jacob Martin|Mark Turner,"4163 Washington Blvd, Nashville, TN 37201"
Lee & Associates,Parkside Wealth Strategies,Emily Lee,elee@parksidewealth.com,,"5248 Market Pkwy, Los Angeles, CA 90001"
Davis Cap Grp,Ameriprise Financial Services,Ryan Zhang,,Ryan Zhang|Brian Yang,
Torres Portfolio Grp,Edward Jones,,stewartd@edwardjones.com,,"4303 Park St, Nashville, TN 37201"
Williams Ptnrs,Highfield Asset Management,,,,"6922 Spring Ln, Washington, DC 20001"
Thomas Adv,Harborview Private Wealth,"Jackson, Mark",,,
Wang Retirement Solutions Grp,Morgan Stanley Wealth Management,Charles Chen,,Charles Chen|Emily Lee|Emily Roberts|John Diaz|Charles Davis|Joe Campbell,
Johnson Wlth Adv,Cetera Financial Group,Margaret Baker,,,"1989 Lincoln Way, New York, NY 10022"
Mitchell Asset Mgmt Grp,LPL Financial,,,,
Campbell Cap Grp,Edward Jones,David Campbell,,,"7220 Spring Rd, Charlotte, NC 28201"
Asset Mgmt Grp,Wells Fargo Advisors,Mark Nelson,mark.nelson@wellsfargoadv.com,Mark Nelson|Kev Stewart|Helen Huang|Nancy Collins|Don Anderson|John Carter|Linda Rivera,
Williams & Wright Grp,Woodbury Financial Services,,,,
Collins & Associates,Kingsbridge Capital Advisors,Jeff Collins,,,
Wilson Wlth Ptnrs,Robert W. Baird & Co.,Jacob Liu,liuj@rwbaird.com,,"6473 Madison St, San Francisco, CA 94101"
Huang Cap Grp,Robert W. Baird & Co.,,nancy.roberts@rwbaird.com,,"9030 Jefferson Pkwy, Dallas, TX 75201"
Johnson Wlth,Meridian Private Wealth,,,Charles Parker|Ken Allen|Chris Diaz|Karen Moore,"4435 Main Pl, New York, NY 10001"
Tax & Wlth Grp,Hilliard Lyons,"Turner, Dorothy",,,"7583 Park Pkwy, Miami, FL 33101"
& Lee Adv,Janney Montgomery Scott,"Smith, Dan",,,"4042 Spring Way, Chicago, IL 60601"
Morris Wlth Mgmt Grp,Robert W. Baird & Co.,Kev White,whitek@rwbaird.com,Kev White|Bob Cruz|Amanda Flores|Sandra Scott|Ed Taylor,"7846 Highland Dr, San Francisco, CA 94101"
Roberts & Associates,UBS Financial Services,Rick Roberts,,Rick Roberts|Megan Diaz|Mark Scott,"2496 Cedar Ln, San Francisco, CA 94101"
Smith Private Wlth Grp,LPL Financial,,millerp@lpl.com,,"7654 Jefferson Blvd, Memphis, TN 38101"
Miller Adv,Summit Peak Advisors,"Stewart, Ashley",ashley.stewart@summitpeakadv.com,Ashley Stewart|David Parker|George Taylor,"5596 Hill Blvd, Memphis, TN 38101"
Wilson Adv,Clearwater Capital Group,Joe Parker,joe.parker@clearwatercap.com,,
Allen Wlth Mgmt Grp,Commonwealth Financial Network,,,Jason Allen|Ryan Jones,"7524 Highland Pl, Chicago, IL 60601"
Young Family Wlth Grp,Oppenheimer & Co.,,,,
Harris Family Office,Parkside Wealth Strategies,"Thompson, Rick",,,"4813 Elm Ave, Washington, DC 20001"
Collins Wlth Mgmt Grp,Woodbury Financial Services,"Johnson, Tim",,,"3499 Washington Ave, Houston, TX 77001"
Tax & Wlth Grp,Merrill Lynch Pierce Fenner & Smith,"Yang, Karen",,,"5578 Commerce Rd, San Jose, CA 95101"
Thomas Inv Ptnrs,Highfield Asset Management,Lisa Edwards,,,"349 Maple Way, Boston, MA 02101"
Family Wlth Grp,Janney Montgomery Scott,,bliu@janney.com,Betty Liu|Rachel Morris|Charles Scott|Matt Flores|Ashley Chen,"5701 Willow Way, Memphis, TN 38101"
Hall Private Wlth Grp,Wells Fargo Advisors,,,,"2333 Lake Rd, New York, NY 10022"
Smith Wlth Mgmt Grp,LPL Financial,,tom.cruz@lpl.com,Tom Cruz|David Hill|Nancy Allen|Mark Jackson|George Reyes|Kev Wang|Chris Stewart,"2237 River Blvd, Phoenix, AZ 85001"
Khan & Associates,Edward Jones,,,Jeff Khan|Kev Stewart|Chris Wang|Bill Jones|Bill King,"5926 Maple Pkwy, St. Louis, MO 63101"
Taylor Asset Mgmt Grp,Raymond James Financial Services,"Taylor, Amanda",,Amanda Taylor|Sandra Turner|Steve Wilson|Mike Turner|Tim Edwards,"242 Park St, Miami, FL 33101"
Reyes Fin Ptnrs,Summit Peak Advisors,Sandra Roberts,,Sandra Roberts|Amanda Huang|Emily Lee|Jim Brown,
Private Client Grp,Wells Fargo Advisors,John Cruz,cruzj@wellsfargoadv.com,John Cruz|Brian Kim,"4399 Oak St, Charlotte, NC 28201"
Lee Asset Mgmt Grp,National Planning Holdings,,leea@nph.com,Andy Lee|Helen Chen|Megan Scott,
Cruz Institutional Grp,Edward Jones,Betty Wright,betty.wright@edwardjones.com,,"3075 Jefferson Court, Houston, TX 77001"
Mitchell Retirement Solutions Grp,Cambridge Investment Research,,,,"464 Madison Pkwy, Seattle, WA 98101"
Miller Wlth Ptnrs,Securities America,"Hall, Bill",hallw@secam.com,Bill Hall|Jennifer Cruz|Don Martin|Dorothy Martin|Paul Taylor|Bill Flores,"7041 Maple Blvd, San Antonio, TX 78201"
Cruz Retirement Solutions Grp,National Planning Holdings,Mark Johnson,,,"1178 Lincoln St, Los Angeles, CA 90001"
Moore Inv Grp,Securities America,Linda Wright,linda.wright@secam.com,,
Scott Private Client Grp,Janney Montgomery Scott,"Lee, Susan",,Susan Lee|Ron Martin,
Turner & Garcia Adv,LPL Financial,,joe.turner@lpl.com,,
Patel Wlth Ptnrs,Ameriprise Financial Services,,,,"6597 Elm Dr, Chicago, IL 60601"
Reyes Portfolio Grp,Raymond James Financial Services,,,Mark Reyes|Ken Allen,
Turner Retirement Solutions Grp,Ameriprise Financial Services,Joe Chen,chenj@ampf.com,,
Jackson Portfolio Grp,Commonwealth Financial Network,Linda Flores,,Linda Flores|Ed Roberts|Jason Jackson|Jason King|Matt Thompson,"1996 Maple Pkwy, Miami, FL 33101"
